0.690544,1.075227,2.920457,3.651014,2.492881,2.903106
0.684657,1.052950,2.323817,4.852445,2.492209,2.902464
0.685411,1.077225,2.937116,4.549776,2.503758,2.839849
0.680760,1.077876,2.370343,3.989870,2.542147,2.916963
0.688351,1.074973,1.721481,3.252946,2.190145,2.905559
0.686635,1.070361,1.853717,2.518151,2.387195,2.890778
0.686042,0.991121,1.360457,2.114490,2.424716,2.891659
0.692325,1.087357,1.388911,1.800366,2.152478,2.903156
0.668344,2.055945,1.295651,1.967487,2.205722,2.939035
0.692134,1.972106,1.247622,1.834615,2.580811,2.903297
14.295150,8.563742,6.795986,8.349667,12.136748,14.762586
14.437763,8.565008,7.618818,8.517644,11.008520,14.763642
14.250533,9.436095,6.863721,9.786842,11.918784,15.074049
14.263095,8.593063,6.895951,8.847835,10.798761,14.807184
14.229291,8.545537,6.896823,9.096586,11.409203,14.830572
14.257828,8.564643,6.883255,7.602829,11.513834,14.829754
14.221682,8.522530,6.887092,9.104233,12.727869,15.037739
14.253648,8.560191,6.880931,9.311544,10.630011,14.599724
14.236955,8.162825,6.799431,8.677884,12.213015,14.734276
14.234765,8.555346,7.255884,9.429306,11.182185,14.726677
69.141787,52.372191,39.565900,45.856647,55.559199,66.056224
69.173558,52.599505,38.227236,46.560704,63.634132,68.313103
68.870426,53.168423,38.139771,43.947815,71.346272,65.043788
68.758763,53.290323,37.972178,44.955598,72.358644,67.933010
68.749574,53.062176,38.712337,44.747296,69.513877,67.157369
68.785764,52.356187,39.702802,43.650053,56.647003,67.709733
68.845562,53.226618,39.232005,44.668171,54.786132,68.010995
68.638163,53.547396,38.862683,67.546643,57.677157,70.418061
68.662430,53.405812,38.658664,68.110657,55.963660,67.245659
68.629043,52.799061,39.688019,55.403288,57.421653,70.505990
191.144229,152.499519,142.659606,152.556329,164.348170,179.609365
191.360779,151.112342,144.146130,150.724990,162.204826,179.673701
190.656014,150.937110,142.119617,151.427552,208.612228,180.255694
191.345200,153.096188,145.009772,156.696726,274.925462,181.678781
190.754281,154.286721,142.555243,152.000814,166.093944,178.241093
191.236342,154.334577,144.623324,151.250074,167.419720,178.722262
191.008377,151.892912,195.143399,154.592724,165.379700,175.405994
190.936115,153.635538,148.300219,153.864295,165.548396,178.400646
190.595931,154.007050,146.854663,152.506479,164.855676,179.395128
190.869890,161.625789,146.451338,152.110672,166.195789,180.685349
54.365974,40.569924,26.490256,31.816137,40.319660,48.837712
54.603477,39.870692,32.774062,29.575730,37.195585,47.769766
54.386191,39.702541,32.879847,32.543813,43.410101,47.400547
54.451273,39.790632,36.263738,29.836403,46.424444,48.577374
54.371239,39.709620,26.581856,29.808245,40.347850,48.059275
54.415792,39.860544,39.128227,32.413573,42.495260,48.185536
54.357729,39.838845,27.827991,34.953031,39.627189,48.160629
54.310152,39.722629,29.887945,33.090063,41.583549,47.112529
54.267535,38.940062,37.895708,29.885088,39.845594,48.799515
54.335845,39.031289,26.254538,31.298115,40.243531,48.185855
