0.288397,0.171869,0.104377,0.118081,0.164674,0.200083
0.298050,0.171630,0.105092,0.123887,0.164553,0.202475
0.298252,0.169408,0.103637,0.116970,0.159883,0.242570
0.297880,0.170815,0.104569,0.124682,0.180522,0.202173
0.300177,0.169271,0.103126,0.118972,0.172974,0.241544
0.291374,0.243089,0.103636,0.123995,0.168066,0.201278
0.298635,0.225870,0.104241,0.118494,0.162958,0.200845
0.296377,0.170190,0.114147,0.116730,0.164161,0.244709
0.296737,0.171103,0.103068,0.119815,0.164913,0.242315
0.299151,0.170318,0.142882,0.117653,0.163947,0.234928
5.229066,2.472266,2.083332,2.112304,1.204023,1.369992
4.117260,2.401698,2.016831,1.932095,1.102726,1.283711
4.111150,2.477344,2.052977,2.199057,1.250551,1.285933
4.072702,2.413671,2.354059,1.824754,1.242811,1.276155
4.086263,2.472337,2.319150,1.910301,1.189378,1.267702
5.256500,2.402714,2.056821,1.873259,1.213867,1.302283
5.096677,2.493424,1.446339,1.800915,1.208473,1.299600
4.150994,2.425491,2.395772,1.106873,1.295355,1.249627
4.081619,2.528146,2.052703,1.787499,1.193309,1.290248
4.084780,2.462555,2.068202,1.368525,1.215683,1.294457
17.973316,13.770560,19.471449,8.894220,9.851078,10.195178
18.003316,17.769724,15.646409,9.842007,10.188023,10.100464
17.973892,17.999129,15.977842,9.969256,10.068342,10.408125
17.982489,17.397469,14.805570,10.700530,9.594120,10.829379
18.082501,18.215833,12.446664,10.187044,9.577231,10.503468
18.074917,16.461972,12.165878,10.552702,8.742237,10.620134
23.848678,17.836724,10.345986,10.662978,9.370049,9.398755
18.224540,18.163697,9.798579,11.064844,9.871314,9.979675
23.753083,17.748789,14.667130,7.577607,9.284605,9.264760
18.329943,19.972489,11.199158,10.648275,9.974391,9.870428
52.893453,30.011796,26.945654,25.370980,20.396368,21.619013
51.935335,31.010117,26.759408,23.966485,19.595646,21.878050
51.458392,30.325914,26.936645,22.655542,20.330853,22.005302
51.054275,31.034678,26.950227,23.042759,20.372416,21.694054
49.633628,30.376443,27.372740,23.029890,20.199686,21.789838
51.104451,31.232493,27.082741,21.022506,19.706043,21.731484
50.851063,31.385730,27.191015,22.443254,20.817215,21.991627
51.121104,30.059808,26.782586,22.371180,19.199923,21.397309
51.330266,30.104277,25.785492,19.058032,18.537467,21.940336
51.112767,29.807566,28.145158,20.761656,19.417656,21.862227
14.449630,8.688886,7.810996,6.240636,5.077241,6.270009
14.368347,8.777681,7.569953,6.437480,5.404556,6.482252
14.351297,8.712350,10.860789,5.392704,5.293850,6.326557
14.370628,8.781126,7.821859,5.729977,5.397641,6.414141
14.342923,8.711899,10.886268,5.764063,5.037741,6.192431
14.373529,8.784447,10.891226,5.817488,5.437205,6.487778
14.362383,8.708988,10.858268,6.834501,5.250648,6.793492
14.369167,8.778964,10.840328,6.048765,5.696788,6.416195
14.348257,8.695339,6.143056,6.464932,5.178684,6.385096
14.374182,8.773953,6.571310,5.325238,6.114480,6.445599
